town,page,url,property_type,price,address,postal_code,city,bedrooms,bedroom1_surface,bedroom2_surface,bathrooms,toilets,surface_livable,terrace,terrace_surface,terrace_orientation,floor,year_built,condition,kitchen_equipment,cellar,glazing_type,elevator,entry_phone,epc_score,epc_total,epc_valid_until
wavre,7,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc28428,Apartment,200 000 €,Chaussée des Gaulois 6 10 1300 Wavre,6,Wavre,2,,,1,1,85 m²,Yes,,,4,1971,To be renovated,Super equipped,No,,Yes,,226 kWh/m²/year,,11/02/2031
wavre,7,https://immovlan.be/en/detail/duplex/for-sale/1301/bierges/vba29133,Duplex,269 000 €,Rue Provinciale 85 1301 Bierges,85,Bierges,3,,,2,2,100 m²,,,,,,Normal,,Yes,,No,,,,
wavre,7,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vba61599,Residence,289 000 €,Rue Sainte-Anne 97 1300 Wavre,97,Wavre,2,,,,1,120 m²,Yes,,,,,,Not equipped,,,No,,334 kWh/m²/year,49500 kWh/year,25/04/2033
wavre,7,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vba87502,Residence,400 000 €,Venelle du Tribut 14 1300 Wavre,14,Wavre,3,,,1,2,150 m²,Yes,,,,,,Not equipped,,,No,,205 kWh/m²/year,35277 kWh/year,28/02/2034
wavre,7,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vba91280,Residence,799 000 €,Venelle des C?dres 14 1300 Wavre,14,Wavre,3,18 m²,9 m²,2,2,,,,,,,New,Fully equipped,,,,,0 kWh/m²/year,,
wavre,7,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbb46664,Residence,375 000 €,1300 Wavre,1300,Wavre,4,,,1,2,136 m²,Yes,,,,1963,To be renovated,Partially equipped,,,No,,344 kWh/m²/year,55190 kWh/year,18/06/2034
wavre,7,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbb62027,Residence,329 000 €,Avenue des Déportés 39 1300 Wavre,39,Wavre,3,,,,2,125 m²,Yes,,,,,,Not equipped,,,No,,182 kWh/m²/year,26805 kWh/year,12/07/2033
wavre,7,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc29355,Residence,599 000 €,Tienne du Sarment 13 1300 Wavre,13,Wavre,5,,,1,3,240 m²,Yes,,,,,,Partially equipped,No,,No,,188 kWh/m²/year,51457 kWh/year,27/08/2034
wavre,7,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc44503,Residence,635 000 €,Avenue de la Tramontane 8 1300 Wavre,8,Wavre,4,,,1,2,210 m²,Yes,,,,1991,To be renovated,Super equipped,No,,No,,286 kWh/m²/year,,21/01/2035
wavre,7,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc44698,Residence,530 000 €,Venelle du Bois de Saras 27 1300 Wavre,27,Wavre,4,,,1,2,258 m²,Yes,,,,1992,,Super equipped,No,,No,,210 kWh/m²/year,,22/06/2026
wavre,7,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc62476,Residence,389 000 €,Avenue des Déportés 41 1300 Wavre,41,Wavre,3,,,,2,140 m²,Yes,,,,,Excellent,Super equipped,No,,No,,230 kWh/m²/year,,08/04/2035
wavre,7,https://immovlan.be/en/detail/residence/for-sale/1301/bierges/vba28440,Residence,540 000 €,Rue Provinciale 85 1301 Bierges,85,Bierges,5,,,2,,,Yes,,,,,New,,,,,,,,
wavre,8,https://immovlan.be/en/detail/apartment/for-sale/1300/limal/vaz90861,Apartment,295 000 €,1300 Limal,1300,Limal,2,,,1,1,80 m²,Yes,9 m²,,1,2013,Normal,Super equipped,No,,Yes,,90 kWh/m²/year,8217 kWh/year,29/01/2026
wavre,8,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vax12105,Apartment,375 000 €,1300 Wavre,1300,Wavre,3,,,1,2,149 m²,Yes,4 m²,,2,,,Not equipped,No,,Yes,,154 kWh/m²/year,,18/12/2023
wavre,8,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vay78644,Apartment,205 000 €,1300 Wavre,1300,Wavre,2,,,1,1,85 m²,Yes,11 m²,,2,1976,To be renovated,Super equipped,No,,Yes,,222 kWh/m²/year,20671 kWh/year,14/08/2024
wavre,8,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vaz51931,Apartment,220 000 €,Venelle de l'Octroi 2 22 1300 Wavre,2,Wavre,1,,,,1,50 m²,Yes,4 m²,,4,1978,Excellent,Super equipped,No,,Yes,,231 kWh/m²/year,10305 kWh/year,23/02/2032
wavre,8,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vaz71637,Apartment,165 000 €,Chaussée de Louvain 67 1300 Wavre,67,Wavre,1,,,1,1,65 m²,No,,,1,,,Not equipped,,,Yes,,116 kWh/m²/year,8563 kWh/year,19/04/2033
wavre,8,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vaz90813,Apartment,215 000 €,1300 Wavre,1300,Wavre,2,,,1,1,89 m²,Yes,7 m²,,1,1978,Normal,Partially equipped,No,,Yes,,116 kWh/m²/year,,
wavre,8,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vaz90851,Apartment,215 000 €,1300 Wavre,1300,Wavre,2,,,1,1,60 m²,Yes,23 m²,,1,1970,Normal,,No,,Yes,,160 kWh/m²/year,10914 kWh/year,10/10/2032
wavre,8,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vax14670,Residence,215 000 €,Chaussée de Wavre 425 1300 Wavre,425,Wavre,2,,,1,1,90 m²,Yes,40 m²,,,1960,Normal,Super equipped,,,No,,409 kWh/m²/year,48386 kWh/year,
wavre,8,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vay54364,Residence,349 000 €,Avenue Chevalier Jehan 113 1300 Wavre,113,Wavre,3,,,2,2,160 m²,No,,,,,To be renovated,Not equipped,No,,No,,797 kWh/m²/year,117790 kWh/year,19/10/2032
wavre,8,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vaz00684,Residence,265 000 €,Rue Sainte-Reine 58 1300 Wavre,58,Wavre,2,,,1,2,120 m²,Yes,,,,,,Not equipped,No,,No,,432 kWh/m²/year,61707 kWh/year,27/05/2031
wavre,8,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vaz34990,Residence,600 000 €,Avenue Arthur Masson 7 1300 Wavre,7,Wavre,3,,,,2,200 m²,Yes,,,,2003,Normal,Super equipped,,,No,,220 kWh/m²/year,51217 kWh/year,28/03/2033
wavre,8,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vaz38622,Residence,550 000 €,Avenue Duc Godefroid Ier 11 1300 Wavre,11,Wavre,5,,,1,2,200 m²,Yes,,,,1978,To be renovated,Super equipped,,,No,,259 kWh/m²/year,59878 kWh/year,28/02/2033
wavre,8,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vaz85663,Residence,365 000 €,Chaussée de Louvain 186 1300 Wavre,186,Wavre,3,,,1,2,170 m²,Yes,,,,,,Not equipped,No,,No,,226 kWh/m²/year,43334 kWh/year,30/06/2033
wavre,8,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vaz88444,Residence,325 000 €,Avenue des Déportés 37 1300 Wavre,37,Wavre,3,,,,2,125 m²,Yes,,,,,,Not equipped,,,No,,225 kWh/m²/year,37056 kWh/year,05/07/2033
wavre,8,https://immovlan.be/en/detail/studio/for-sale/1300/wavre/vaz71636,Studio,145 000 €,Chaussée de Louvain 67 1300 Wavre,67,Wavre,,,,,1,35 m²,No,,,3,,,Not equipped,,,Yes,,164 kWh/m²/year,6436 kWh/year,19/04/2033
